date,home_team,away_team,prop_odds_game_id,sportsbook,home_team_odds,away_team_odds,winner
2023-04-26,Sacramento Kings,Golden State Warriors,0cefbb259938c3104b19a118d40bb4fe,barstool,102,-121,Golden State Warriors
2023-04-27,Atlanta Hawks,Boston Celtics,48ea5cf48ab1e937af8d7e4d268d1e1b,fanduel,220,-270,Boston Celtics
2023-04-27,Atlanta Hawks,Boston Celtics,48ea5cf48ab1e937af8d7e4d268d1e1b,pinnacle,227,-260,Boston Celtics
2023-04-27,Atlanta Hawks,Boston Celtics,48ea5cf48ab1e937af8d7e4d268d1e1b,draftkings,215,-255,Boston Celtics
2023-04-27,Atlanta Hawks,Boston Celtics,48ea5cf48ab1e937af8d7e4d268d1e1b,betmgm,220,-275,Boston Celtics
2023-04-27,Atlanta Hawks,Boston Celtics,48ea5cf48ab1e937af8d7e4d268d1e1b,barstool,200,-245,Boston Celtics
2023-04-28,Golden State Warriors,Sacramento Kings,c03071bea64f5795b434c3f15252fb59,fanduel,-300,245,Sacramento Kings
2023-04-28,Golden State Warriors,Sacramento Kings,c03071bea64f5795b434c3f15252fb59,pinnacle,-170,149,Sacramento Kings
2023-04-28,Golden State Warriors,Sacramento Kings,c03071bea64f5795b434c3f15252fb59,draftkings,-305,255,Sacramento Kings
2023-04-28,Golden State Warriors,Sacramento Kings,c03071bea64f5795b434c3f15252fb59,betmgm,-300,240,Sacramento Kings
2023-04-28,Golden State Warriors,Sacramento Kings,c03071bea64f5795b434c3f15252fb59,barstool,-295,240,Sacramento Kings
2023-04-28,Los Angeles Lakers,Memphis Grizzlies,5243998e9092f4a022861cc503c8ce9d,fanduel,-190,160,Los Angeles Lakers
2023-04-28,Los Angeles Lakers,Memphis Grizzlies,5243998e9092f4a022861cc503c8ce9d,pinnacle,-185,165,Los Angeles Lakers
2023-04-28,Los Angeles Lakers,Memphis Grizzlies,5243998e9092f4a022861cc503c8ce9d,draftkings,-190,160,Los Angeles Lakers
2023-04-28,Los Angeles Lakers,Memphis Grizzlies,5243998e9092f4a022861cc503c8ce9d,betmgm,-200,165,Los Angeles Lakers
2023-04-28,Los Angeles Lakers,Memphis Grizzlies,5243998e9092f4a022861cc503c8ce9d,barstool,-195,160,Los Angeles Lakers
2023-04-29,Denver Nuggets,Phoenix Suns,932d59ce51817c331550ddc99a1235b3,fanduel,-142,120,Denver Nuggets
2023-04-29,Denver Nuggets,Phoenix Suns,932d59ce51817c331550ddc99a1235b3,pinnacle,-150,135,Denver Nuggets
2023-04-29,Denver Nuggets,Phoenix Suns,932d59ce51817c331550ddc99a1235b3,draftkings,-140,120,Denver Nuggets
2023-04-29,Denver Nuggets,Phoenix Suns,932d59ce51817c331550ddc99a1235b3,caesars,-140,118,Denver Nuggets
2023-04-29,Denver Nuggets,Phoenix Suns,932d59ce51817c331550ddc99a1235b3,betmgm,-150,125,Denver Nuggets
2023-04-29,Denver Nuggets,Phoenix Suns,932d59ce51817c331550ddc99a1235b3,barstool,-148,125,Denver Nuggets
2023-04-30,New York Knicks,Miami Heat,e0b85b10ba88177587465533b57957b7,fanduel,-198,166,Miami Heat
2023-04-30,New York Knicks,Miami Heat,e0b85b10ba88177587465533b57957b7,pinnacle,-189,169,Miami Heat
2023-04-30,New York Knicks,Miami Heat,e0b85b10ba88177587465533b57957b7,draftkings,-190,160,Miami Heat
2023-04-30,New York Knicks,Miami Heat,e0b85b10ba88177587465533b57957b7,caesars,-180,152,Miami Heat
2023-04-30,New York Knicks,Miami Heat,e0b85b10ba88177587465533b57957b7,betmgm,-200,165,Miami Heat
2023-04-30,New York Knicks,Miami Heat,e0b85b10ba88177587465533b57957b7,barstool,-210,175,Miami Heat
2023-04-30,Sacramento Kings,Golden State Warriors,71d6c6bb626acbebffeedab63fbd30ae,fanduel,-120,102,Golden State Warriors
2023-04-30,Sacramento Kings,Golden State Warriors,71d6c6bb626acbebffeedab63fbd30ae,pinnacle,-108,-102,Golden State Warriors
2023-04-30,Sacramento Kings,Golden State Warriors,71d6c6bb626acbebffeedab63fbd30ae,draftkings,-125,105,Golden State Warriors
2023-04-30,Sacramento Kings,Golden State Warriors,71d6c6bb626acbebffeedab63fbd30ae,betmgm,-125,105,Golden State Warriors
2023-04-30,Sacramento Kings,Golden State Warriors,71d6c6bb626acbebffeedab63fbd30ae,barstool,-120,102,Golden State Warriors
2023-05-01,Boston Celtics,Philadelphia 76ers,293f5932d7701dbdd38e049b3bc998dd,fanduel,-490,380,Philadelphia 76ers
2023-05-01,Boston Celtics,Philadelphia 76ers,293f5932d7701dbdd38e049b3bc998dd,pinnacle,-181,158,Philadelphia 76ers
2023-05-01,Boston Celtics,Philadelphia 76ers,293f5932d7701dbdd38e049b3bc998dd,draftkings,-500,400,Philadelphia 76ers
2023-05-01,Boston Celtics,Philadelphia 76ers,293f5932d7701dbdd38e049b3bc998dd,caesars,-305,240,Philadelphia 76ers
2023-05-01,Boston Celtics,Philadelphia 76ers,293f5932d7701dbdd38e049b3bc998dd,betmgm,-550,400,Philadelphia 76ers
2023-05-01,Boston Celtics,Philadelphia 76ers,293f5932d7701dbdd38e049b3bc998dd,barstool,-500,375,Philadelphia 76ers
2023-05-01,Denver Nuggets,Phoenix Suns,420fbe2764aadc65f09aa2df75ed6680,fanduel,-188,158,Denver Nuggets
2023-05-01,Denver Nuggets,Phoenix Suns,420fbe2764aadc65f09aa2df75ed6680,pinnacle,-182,164,Denver Nuggets
2023-05-01,Denver Nuggets,Phoenix Suns,420fbe2764aadc65f09aa2df75ed6680,draftkings,-190,160,Denver Nuggets
2023-05-01,Denver Nuggets,Phoenix Suns,420fbe2764aadc65f09aa2df75ed6680,betmgm,-190,155,Denver Nuggets
2023-05-01,Denver Nuggets,Phoenix Suns,420fbe2764aadc65f09aa2df75ed6680,barstool,-186,155,Denver Nuggets
2023-05-02,New York Knicks,Miami Heat,bc79b89db28e308f9f7cb4ca51db2a9d,fanduel,-275,225,New York Knicks
2023-05-02,New York Knicks,Miami Heat,bc79b89db28e308f9f7cb4ca51db2a9d,pinnacle,-271,236,New York Knicks
2023-05-02,New York Knicks,Miami Heat,bc79b89db28e308f9f7cb4ca51db2a9d,draftkings,-275,230,New York Knicks
2023-05-02,New York Knicks,Miami Heat,bc79b89db28e308f9f7cb4ca51db2a9d,betmgm,-275,220,New York Knicks
2023-05-02,New York Knicks,Miami Heat,bc79b89db28e308f9f7cb4ca51db2a9d,barstool,-265,215,New York Knicks
2023-05-02,Golden State Warriors,Los Angeles Lakers,e012bab75156a2414fba68da0eee2da5,fanduel,-198,166,Los Angeles Lakers
2023-05-02,Golden State Warriors,Los Angeles Lakers,e012bab75156a2414fba68da0eee2da5,pinnacle,-179,160,Los Angeles Lakers
2023-05-02,Golden State Warriors,Los Angeles Lakers,e012bab75156a2414fba68da0eee2da5,draftkings,-190,160,Los Angeles Lakers
2023-05-02,Golden State Warriors,Los Angeles Lakers,e012bab75156a2414fba68da0eee2da5,betmgm,-190,155,Los Angeles Lakers
2023-05-02,Golden State Warriors,Los Angeles Lakers,e012bab75156a2414fba68da0eee2da5,barstool,-190,160,Los Angeles Lakers
2023-05-03,Boston Celtics,Philadelphia 76ers,9563cc25b697a04186f78a6263410a8d,fanduel,-520,390,Boston Celtics
2023-05-03,Boston Celtics,Philadelphia 76ers,9563cc25b697a04186f78a6263410a8d,pinnacle,-249,212,Boston Celtics
2023-05-03,Boston Celtics,Philadelphia 76ers,9563cc25b697a04186f78a6263410a8d,draftkings,-500,400,Boston Celtics
2023-05-03,Boston Celtics,Philadelphia 76ers,9563cc25b697a04186f78a6263410a8d,betmgm,-550,400,Boston Celtics
2023-05-03,Boston Celtics,Philadelphia 76ers,9563cc25b697a04186f78a6263410a8d,barstool,-480,360,Boston Celtics
2023-05-04,Golden State Warriors,Los Angeles Lakers,49c8daf0ea1520c23152ff9f9ec60ab8,fanduel,-250,205,Golden State Warriors
2023-05-04,Golden State Warriors,Los Angeles Lakers,49c8daf0ea1520c23152ff9f9ec60ab8,pinnacle,-242,212,Golden State Warriors
2023-05-04,Golden State Warriors,Los Angeles Lakers,49c8daf0ea1520c23152ff9f9ec60ab8,draftkings,-240,200,Golden State Warriors
2023-05-04,Golden State Warriors,Los Angeles Lakers,49c8daf0ea1520c23152ff9f9ec60ab8,betmgm,-250,200,Golden State Warriors
2023-05-04,Golden State Warriors,Los Angeles Lakers,49c8daf0ea1520c23152ff9f9ec60ab8,barstool,-245,205,Golden State Warriors
2023-05-05,Philadelphia 76ers,Boston Celtics,fd69d9728798b16c1af91d00ced90fa5,fanduel,110,-130,Boston Celtics
2023-05-05,Philadelphia 76ers,Boston Celtics,fd69d9728798b16c1af91d00ced90fa5,pinnacle,106,-119,Boston Celtics
2023-05-05,Philadelphia 76ers,Boston Celtics,fd69d9728798b16c1af91d00ced90fa5,draftkings,120,-140,Boston Celtics
2023-05-05,Philadelphia 76ers,Boston Celtics,fd69d9728798b16c1af91d00ced90fa5,betmgm,110,-135,Boston Celtics
2023-05-05,Philadelphia 76ers,Boston Celtics,fd69d9728798b16c1af91d00ced90fa5,barstool,110,-129,Boston Celtics
2023-05-05,Phoenix Suns,Denver Nuggets,23dfe19c76c874e16c253d990953713c,fanduel,-168,142,Phoenix Suns
2023-05-05,Phoenix Suns,Denver Nuggets,23dfe19c76c874e16c253d990953713c,pinnacle,-156,137,Phoenix Suns
2023-05-05,Phoenix Suns,Denver Nuggets,23dfe19c76c874e16c253d990953713c,draftkings,-180,155,Phoenix Suns
2023-05-05,Phoenix Suns,Denver Nuggets,23dfe19c76c874e16c253d990953713c,betmgm,-190,155,Phoenix Suns
2023-05-05,Phoenix Suns,Denver Nuggets,23dfe19c76c874e16c253d990953713c,barstool,-182,155,Phoenix Suns
2023-05-06,Miami Heat,New York Knicks,8f14b1dbd29fd88114e01b127deca0b4,fanduel,-180,152,Miami Heat
2023-05-06,Miami Heat,New York Knicks,8f14b1dbd29fd88114e01b127deca0b4,pinnacle,-169,151,Miami Heat
2023-05-06,Miami Heat,New York Knicks,8f14b1dbd29fd88114e01b127deca0b4,draftkings,-170,145,Miami Heat
2023-05-06,Miami Heat,New York Knicks,8f14b1dbd29fd88114e01b127deca0b4,betmgm,-185,150,Miami Heat
2023-05-06,Miami Heat,New York Knicks,8f14b1dbd29fd88114e01b127deca0b4,barstool,-167,143,Miami Heat
2023-05-06,Los Angeles Lakers,Golden State Warriors,dc2b57709db77157396bf3484fe25ce4,fanduel,-152,128,Los Angeles Lakers
2023-05-06,Los Angeles Lakers,Golden State Warriors,dc2b57709db77157396bf3484fe25ce4,pinnacle,-147,130,Los Angeles Lakers
2023-05-06,Los Angeles Lakers,Golden State Warriors,dc2b57709db77157396bf3484fe25ce4,draftkings,-150,130,Los Angeles Lakers
2023-05-06,Los Angeles Lakers,Golden State Warriors,dc2b57709db77157396bf3484fe25ce4,betmgm,-155,125,Los Angeles Lakers
2023-05-06,Los Angeles Lakers,Golden State Warriors,dc2b57709db77157396bf3484fe25ce4,barstool,-155,130,Los Angeles Lakers
2023-05-07,Philadelphia 76ers,Boston Celtics,a5d3945b50b8229f09f647c476962240,fanduel,118,-138,Philadelphia 76ers
2023-05-07,Philadelphia 76ers,Boston Celtics,a5d3945b50b8229f09f647c476962240,pinnacle,101,-114,Philadelphia 76ers
2023-05-07,Philadelphia 76ers,Boston Celtics,a5d3945b50b8229f09f647c476962240,draftkings,120,-140,Philadelphia 76ers
2023-05-07,Philadelphia 76ers,Boston Celtics,a5d3945b50b8229f09f647c476962240,betmgm,120,-145,Philadelphia 76ers
2023-05-07,Philadelphia 76ers,Boston Celtics,a5d3945b50b8229f09f647c476962240,barstool,117,-137,Philadelphia 76ers
2023-05-07,Phoenix Suns,Denver Nuggets,5d17247333898dcef28978afbae3d4b6,fanduel,-146,124,Phoenix Suns
2023-05-07,Phoenix Suns,Denver Nuggets,5d17247333898dcef28978afbae3d4b6,pinnacle,-137,124,Phoenix Suns
2023-05-07,Phoenix Suns,Denver Nuggets,5d17247333898dcef28978afbae3d4b6,draftkings,-140,120,Phoenix Suns
2023-05-07,Phoenix Suns,Denver Nuggets,5d17247333898dcef28978afbae3d4b6,betmgm,-145,120,Phoenix Suns
2023-05-07,Phoenix Suns,Denver Nuggets,5d17247333898dcef28978afbae3d4b6,barstool,-139,118,Phoenix Suns
2023-05-08,Miami Heat,New York Knicks,e6e38ff205df7c5fe477650e45342cf1,fanduel,-184,154,Miami Heat
2023-05-08,Miami Heat,New York Knicks,e6e38ff205df7c5fe477650e45342cf1,pinnacle,-182,162,Miami Heat
2023-05-08,Miami Heat,New York Knicks,e6e38ff205df7c5fe477650e45342cf1,draftkings,-180,155,Miami Heat
2023-05-08,Miami Heat,New York Knicks,e6e38ff205df7c5fe477650e45342cf1,betmgm,-190,155,Miami Heat
2023-05-08,Miami Heat,New York Knicks,e6e38ff205df7c5fe477650e45342cf1,barstool,-190,160,Miami Heat
2023-05-08,Los Angeles Lakers,Golden State Warriors,b236aa5467bc17ced7a94f9b0a623041,fanduel,-156,132,Los Angeles Lakers
2023-05-08,Los Angeles Lakers,Golden State Warriors,b236aa5467bc17ced7a94f9b0a623041,pinnacle,-135,120,Los Angeles Lakers
2023-05-08,Los Angeles Lakers,Golden State Warriors,b236aa5467bc17ced7a94f9b0a623041,draftkings,-150,130,Los Angeles Lakers
2023-05-08,Los Angeles Lakers,Golden State Warriors,b236aa5467bc17ced7a94f9b0a623041,betmgm,-160,135,Los Angeles Lakers
2023-05-08,Los Angeles Lakers,Golden State Warriors,b236aa5467bc17ced7a94f9b0a623041,barstool,-143,120,Los Angeles Lakers
2023-05-09,Boston Celtics,Philadelphia 76ers,dc0a02b77c5176c66746baf86546a3ad,fanduel,-300,245,Philadelphia 76ers
2023-05-09,Boston Celtics,Philadelphia 76ers,dc0a02b77c5176c66746baf86546a3ad,pinnacle,-297,256,Philadelphia 76ers
2023-05-09,Boston Celtics,Philadelphia 76ers,dc0a02b77c5176c66746baf86546a3ad,draftkings,-300,250,Philadelphia 76ers
2023-05-09,Boston Celtics,Philadelphia 76ers,dc0a02b77c5176c66746baf86546a3ad,betmgm,-300,240,Philadelphia 76ers
2023-05-09,Boston Celtics,Philadelphia 76ers,dc0a02b77c5176c66746baf86546a3ad,barstool,-305,250,Philadelphia 76ers
2023-05-09,Denver Nuggets,Phoenix Suns,b13a682fab35fa471075b948a5b48b99,fanduel,-225,188,Denver Nuggets
2023-05-09,Denver Nuggets,Phoenix Suns,b13a682fab35fa471075b948a5b48b99,pinnacle,-134,119,Denver Nuggets
2023-05-09,Denver Nuggets,Phoenix Suns,b13a682fab35fa471075b948a5b48b99,draftkings,-210,180,Denver Nuggets
2023-05-09,Denver Nuggets,Phoenix Suns,b13a682fab35fa471075b948a5b48b99,betmgm,-225,180,Denver Nuggets
2023-05-09,Denver Nuggets,Phoenix Suns,b13a682fab35fa471075b948a5b48b99,barstool,-220,185,Denver Nuggets
2023-05-10,New York Knicks,Miami Heat,fe7117c2feb4aec1bea079fa733481ab,fanduel,-164,138,New York Knicks
2023-05-10,New York Knicks,Miami Heat,fe7117c2feb4aec1bea079fa733481ab,pinnacle,-159,143,New York Knicks
2023-05-10,New York Knicks,Miami Heat,fe7117c2feb4aec1bea079fa733481ab,draftkings,-170,145,New York Knicks
2023-05-10,New York Knicks,Miami Heat,fe7117c2feb4aec1bea079fa733481ab,betmgm,-165,140,New York Knicks
2023-05-10,New York Knicks,Miami Heat,fe7117c2feb4aec1bea079fa733481ab,barstool,-167,143,New York Knicks
2023-05-10,Golden State Warriors,Los Angeles Lakers,3841c7411bd6873794449055603eebf7,fanduel,-320,260,Golden State Warriors
2023-05-10,Golden State Warriors,Los Angeles Lakers,3841c7411bd6873794449055603eebf7,pinnacle,-292,252,Golden State Warriors
2023-05-10,Golden State Warriors,Los Angeles Lakers,3841c7411bd6873794449055603eebf7,draftkings,-305,255,Golden State Warriors
2023-05-10,Golden State Warriors,Los Angeles Lakers,3841c7411bd6873794449055603eebf7,betmgm,-350,260,Golden State Warriors
2023-05-10,Golden State Warriors,Los Angeles Lakers,3841c7411bd6873794449055603eebf7,barstool,-286,240,Golden State Warriors
2023-05-11,Philadelphia 76ers,Boston Celtics,a51e6db725f1265de497a9a3827a452d,fanduel,118,-136,Boston Celtics
2023-05-11,Philadelphia 76ers,Boston Celtics,a51e6db725f1265de497a9a3827a452d,pinnacle,123,-137,Boston Celtics
2023-05-11,Philadelphia 76ers,Boston Celtics,a51e6db725f1265de497a9a3827a452d,draftkings,120,-140,Boston Celtics
2023-05-11,Philadelphia 76ers,Boston Celtics,a51e6db725f1265de497a9a3827a452d,betmgm,115,-140,Boston Celtics
2023-05-11,Philadelphia 76ers,Boston Celtics,a51e6db725f1265de497a9a3827a452d,barstool,115,-136,Boston Celtics
2023-05-11,Phoenix Suns,Denver Nuggets,3281cf3d3d05c6afdecd6a748deaec83,fanduel,-154,130,Denver Nuggets
2023-05-11,Phoenix Suns,Denver Nuggets,3281cf3d3d05c6afdecd6a748deaec83,pinnacle,-149,135,Denver Nuggets
2023-05-11,Phoenix Suns,Denver Nuggets,3281cf3d3d05c6afdecd6a748deaec83,draftkings,-150,130,Denver Nuggets
2023-05-11,Phoenix Suns,Denver Nuggets,3281cf3d3d05c6afdecd6a748deaec83,betmgm,-160,135,Denver Nuggets
2023-05-11,Phoenix Suns,Denver Nuggets,3281cf3d3d05c6afdecd6a748deaec83,barstool,-148,125,Denver Nuggets
2023-05-12,Miami Heat,New York Knicks,530dcedbde33922b4118ed5a05b6f34b,fanduel,-220,184,Miami Heat
2023-05-12,Miami Heat,New York Knicks,530dcedbde33922b4118ed5a05b6f34b,pinnacle,-217,192,Miami Heat
2023-05-12,Miami Heat,New York Knicks,530dcedbde33922b4118ed5a05b6f34b,draftkings,-215,185,Miami Heat
2023-05-12,Miami Heat,New York Knicks,530dcedbde33922b4118ed5a05b6f34b,betmgm,-225,180,Miami Heat
2023-05-12,Miami Heat,New York Knicks,530dcedbde33922b4118ed5a05b6f34b,barstool,-210,175,Miami Heat
2023-05-12,Los Angeles Lakers,Golden State Warriors,441d372a9822412b6ae0e37a67a0c01f,fanduel,-142,120,Los Angeles Lakers
2023-05-12,Los Angeles Lakers,Golden State Warriors,441d372a9822412b6ae0e37a67a0c01f,pinnacle,-142,128,Los Angeles Lakers
2023-05-12,Los Angeles Lakers,Golden State Warriors,441d372a9822412b6ae0e37a67a0c01f,draftkings,-140,120,Los Angeles Lakers
2023-05-12,Los Angeles Lakers,Golden State Warriors,441d372a9822412b6ae0e37a67a0c01f,betmgm,-145,120,Los Angeles Lakers
2023-05-12,Los Angeles Lakers,Golden State Warriors,441d372a9822412b6ae0e37a67a0c01f,barstool,-137,118,Los Angeles Lakers
2023-05-14,Boston Celtics,Philadelphia 76ers,15b95c3c12a6aa083d77685cf60c92c0,fanduel,-275,215,Boston Celtics
2023-05-14,Boston Celtics,Philadelphia 76ers,15b95c3c12a6aa083d77685cf60c92c0,pinnacle,-258,225,Boston Celtics
2023-05-14,Boston Celtics,Philadelphia 76ers,15b95c3c12a6aa083d77685cf60c92c0,draftkings,-265,225,Boston Celtics
2023-05-14,Boston Celtics,Philadelphia 76ers,15b95c3c12a6aa083d77685cf60c92c0,betmgm,-275,220,Boston Celtics
2023-05-14,Boston Celtics,Philadelphia 76ers,15b95c3c12a6aa083d77685cf60c92c0,barstool,-265,215,Boston Celtics
2023-05-16,Denver Nuggets,Los Angeles Lakers,d933223ffbf092abcde745e058c486f6,fanduel,-240,198,Denver Nuggets
2023-05-16,Denver Nuggets,Los Angeles Lakers,d933223ffbf092abcde745e058c486f6,pinnacle,-220,195,Denver Nuggets
2023-05-16,Denver Nuggets,Los Angeles Lakers,d933223ffbf092abcde745e058c486f6,draftkings,-240,200,Denver Nuggets
2023-05-16,Denver Nuggets,Los Angeles Lakers,d933223ffbf092abcde745e058c486f6,betmgm,-250,200,Denver Nuggets
2023-05-16,Denver Nuggets,Los Angeles Lakers,d933223ffbf092abcde745e058c486f6,barstool,-225,188,Denver Nuggets
2023-05-17,Boston Celtics,Miami Heat,946bc3a093ba41074cec069049342109,fanduel,-370,295,Miami Heat
2023-05-17,Boston Celtics,Miami Heat,946bc3a093ba41074cec069049342109,pinnacle,-366,308,Miami Heat
2023-05-17,Boston Celtics,Miami Heat,946bc3a093ba41074cec069049342109,draftkings,-365,300,Miami Heat
2023-05-17,Boston Celtics,Miami Heat,946bc3a093ba41074cec069049342109,betmgm,-350,280,Miami Heat
2023-05-17,Boston Celtics,Miami Heat,946bc3a093ba41074cec069049342109,barstool,-335,270,Miami Heat
2023-05-18,Denver Nuggets,Los Angeles Lakers,f6520508500835ab1618b3feeb3806de,fanduel,-210,176,Denver Nuggets
2023-05-18,Denver Nuggets,Los Angeles Lakers,f6520508500835ab1618b3feeb3806de,pinnacle,-192,171,Denver Nuggets
2023-05-18,Denver Nuggets,Los Angeles Lakers,f6520508500835ab1618b3feeb3806de,draftkings,-205,175,Denver Nuggets
2023-05-18,Denver Nuggets,Los Angeles Lakers,f6520508500835ab1618b3feeb3806de,betmgm,-225,180,Denver Nuggets
2023-05-18,Denver Nuggets,Los Angeles Lakers,f6520508500835ab1618b3feeb3806de,barstool,-215,180,Denver Nuggets
2023-05-19,Boston Celtics,Miami Heat,cdc48c29e15a253444a02aa46264424a,fanduel,-400,315,Miami Heat
2023-05-19,Boston Celtics,Miami Heat,cdc48c29e15a253444a02aa46264424a,pinnacle,-378,317,Miami Heat
2023-05-19,Boston Celtics,Miami Heat,cdc48c29e15a253444a02aa46264424a,draftkings,-390,320,Miami Heat
2023-05-19,Boston Celtics,Miami Heat,cdc48c29e15a253444a02aa46264424a,betmgm,-400,310,Miami Heat
2023-05-19,Boston Celtics,Miami Heat,cdc48c29e15a253444a02aa46264424a,barstool,-385,310,Miami Heat
2023-05-20,Los Angeles Lakers,Denver Nuggets,dcbfc0fc6b504e759f21430170b9326d,fanduel,-230,190,Denver Nuggets
2023-05-20,Los Angeles Lakers,Denver Nuggets,dcbfc0fc6b504e759f21430170b9326d,pinnacle,-235,206,Denver Nuggets
2023-05-20,Los Angeles Lakers,Denver Nuggets,dcbfc0fc6b504e759f21430170b9326d,draftkings,-225,190,Denver Nuggets
2023-05-20,Los Angeles Lakers,Denver Nuggets,dcbfc0fc6b504e759f21430170b9326d,betmgm,-250,190,Denver Nuggets
2023-05-20,Los Angeles Lakers,Denver Nuggets,dcbfc0fc6b504e759f21430170b9326d,barstool,-230,190,Denver Nuggets
2023-05-21,Miami Heat,Boston Celtics,ebe100fab6ab9e11fcff9fe9ef836b14,fanduel,132,-156,Miami Heat
2023-05-21,Miami Heat,Boston Celtics,ebe100fab6ab9e11fcff9fe9ef836b14,pinnacle,148,-165,Miami Heat
2023-05-21,Miami Heat,Boston Celtics,ebe100fab6ab9e11fcff9fe9ef836b14,draftkings,135,-155,Miami Heat
2023-05-21,Miami Heat,Boston Celtics,ebe100fab6ab9e11fcff9fe9ef836b14,betmgm,135,-160,Miami Heat
2023-05-21,Miami Heat,Boston Celtics,ebe100fab6ab9e11fcff9fe9ef836b14,barstool,132,-155,Miami Heat
2023-05-22,Los Angeles Lakers,Denver Nuggets,24785602fcc1fb40404bd3aec7bf8d7f,fanduel,-156,132,Denver Nuggets
2023-05-22,Los Angeles Lakers,Denver Nuggets,24785602fcc1fb40404bd3aec7bf8d7f,pinnacle,-164,147,Denver Nuggets
2023-05-22,Los Angeles Lakers,Denver Nuggets,24785602fcc1fb40404bd3aec7bf8d7f,draftkings,-155,135,Denver Nuggets
2023-05-22,Los Angeles Lakers,Denver Nuggets,24785602fcc1fb40404bd3aec7bf8d7f,betmgm,-160,135,Denver Nuggets
2023-05-22,Los Angeles Lakers,Denver Nuggets,24785602fcc1fb40404bd3aec7bf8d7f,barstool,-155,132,Denver Nuggets
2023-05-23,Miami Heat,Boston Celtics,7879af118e2a7062c34250ec0ab8bf4d,fanduel,-120,102,Boston Celtics
2023-05-23,Miami Heat,Boston Celtics,7879af118e2a7062c34250ec0ab8bf4d,pinnacle,-114,103,Boston Celtics
2023-05-23,Miami Heat,Boston Celtics,7879af118e2a7062c34250ec0ab8bf4d,draftkings,-120,100,Boston Celtics
2023-05-23,Miami Heat,Boston Celtics,7879af118e2a7062c34250ec0ab8bf4d,betmgm,-130,105,Boston Celtics
2023-05-23,Miami Heat,Boston Celtics,7879af118e2a7062c34250ec0ab8bf4d,barstool,-121,104,Boston Celtics
2023-05-25,Boston Celtics,Miami Heat,45e3969612cff82621edf16c08f8b260,fanduel,-295,240,Boston Celtics
2023-05-25,Boston Celtics,Miami Heat,45e3969612cff82621edf16c08f8b260,pinnacle,-285,246,Boston Celtics
2023-05-25,Boston Celtics,Miami Heat,45e3969612cff82621edf16c08f8b260,draftkings,-305,255,Boston Celtics
2023-05-25,Boston Celtics,Miami Heat,45e3969612cff82621edf16c08f8b260,betmgm,-300,240,Boston Celtics
2023-05-25,Boston Celtics,Miami Heat,45e3969612cff82621edf16c08f8b260,barstool,-305,250,Boston Celtics
2023-05-27,Miami Heat,Boston Celtics,2908701daae3fb01b0f3c32d0ed6f261,fanduel,124,-146,Boston Celtics
2023-05-27,Miami Heat,Boston Celtics,2908701daae3fb01b0f3c32d0ed6f261,pinnacle,127,-141,Boston Celtics
2023-05-27,Miami Heat,Boston Celtics,2908701daae3fb01b0f3c32d0ed6f261,draftkings,120,-140,Boston Celtics
2023-05-27,Miami Heat,Boston Celtics,2908701daae3fb01b0f3c32d0ed6f261,betmgm,125,-150,Boston Celtics
2023-05-27,Miami Heat,Boston Celtics,2908701daae3fb01b0f3c32d0ed6f261,barstool,125,-148,Boston Celtics
2023-05-29,Boston Celtics,Miami Heat,1bbbd27a37f4a98e300590c8b119e98b,fanduel,-300,245,Miami Heat
2023-05-29,Boston Celtics,Miami Heat,1bbbd27a37f4a98e300590c8b119e98b,pinnacle,-161,142,Miami Heat
2023-05-29,Boston Celtics,Miami Heat,1bbbd27a37f4a98e300590c8b119e98b,draftkings,-300,250,Miami Heat
2023-05-29,Boston Celtics,Miami Heat,1bbbd27a37f4a98e300590c8b119e98b,betmgm,-300,240,Miami Heat
2023-05-29,Boston Celtics,Miami Heat,1bbbd27a37f4a98e300590c8b119e98b,barstool,-315,260,Miami Heat
2023-06-01,Denver Nuggets,Miami Heat,56aeef9d6a4333f33d8afa42bc96279c,fanduel,-370,295,Denver Nuggets
2023-06-01,Denver Nuggets,Miami Heat,56aeef9d6a4333f33d8afa42bc96279c,pinnacle,-369,311,Denver Nuggets
2023-06-01,Denver Nuggets,Miami Heat,56aeef9d6a4333f33d8afa42bc96279c,draftkings,-360,295,Denver Nuggets
2023-06-01,Denver Nuggets,Miami Heat,56aeef9d6a4333f33d8afa42bc96279c,betmgm,-375,290,Denver Nuggets
2023-06-01,Denver Nuggets,Miami Heat,56aeef9d6a4333f33d8afa42bc96279c,barstool,-360,290,Denver Nuggets
2023-06-04,Denver Nuggets,Miami Heat,ddcb637826300c8d35576bbfb0a1cf97,fanduel,-370,295,Miami Heat
2023-06-04,Denver Nuggets,Miami Heat,ddcb637826300c8d35576bbfb0a1cf97,pinnacle,-160,141,Miami Heat
2023-06-04,Denver Nuggets,Miami Heat,ddcb637826300c8d35576bbfb0a1cf97,draftkings,-365,300,Miami Heat
2023-06-04,Denver Nuggets,Miami Heat,ddcb637826300c8d35576bbfb0a1cf97,betmgm,-375,290,Miami Heat
2023-06-04,Denver Nuggets,Miami Heat,ddcb637826300c8d35576bbfb0a1cf97,barstool,-360,290,Miami Heat
2023-06-07,Miami Heat,Denver Nuggets,b06331b3f1e1c02cd8b4a0d1aacbaa61,fanduel,118,-138,Denver Nuggets
